objectid,name
532,"NORTH GREENVILLE UNIVERSITY"
5320,"ARIZONA SCHOOL OF ACUPUNCTURE AND ORIENTAL MEDICINE"
5321,"CALC INSTITUTE OF TECHNOLOGY"
5322,"CAREER CARE INSTITUTE"
5323,"COMMUNITY CHRISTIAN COLLEGE"
5324,"CULPEPER COSMETOLOGY TRAINING CENTER"
5325,"EVERGREEN BEAUTY AND BARBER COLLEGE-EVERETT"
5326,"JOHN D ROCKEFELLER IV CAREER CENTER"
5327,"PRECISION MANUFACTURING INSTITUTE"
5328,"STANBRIDGE UNIVERSITY"
5329,"SAN JOAQUIN VALLEY COLLEGE-MODESTO"
533,"UNIVERSITY OF SOUTH CAROLINA BEAUFORT"
5330,"BARTON COUNTY COMMUNITY COLLEGE"
5331,"ALPENA COMMUNITY COLLEGE"
5332,"NORTHWEST MISSISSIPPI COMMUNITY COLLEGE"
5333,"METROPOLITAN COMMUNITY COLLEGE AREA"
5334,"OHIO STATE UNIVERSITY AGRICULTURAL TECHNICAL INSTITUTE"
5335,"UNIVERSITY OF AKRON WAYNE COLLEGE"
5336,"OKLAHOMA CITY COMMUNITY COLLEGE"
5337,"OKLAHOMA STATE UNIVERSITY INSTITUTE OF TECHNOLOGY"
5338,"OKLAHOMA STATE UNIVERSITY-MAIN CAMPUS"
5339,"MERIDIAN TECHNOLOGY CENTER"
534,"UNIVERSITY OF SOUTH CAROLINA-COLUMBIA"
5340,"EAST CENTRAL UNIVERSITY"
5341,"SEMINOLE STATE COLLEGE"
5342,"OKLAHOMA PANHANDLE STATE UNIVERSITY"
5343,"NORTHWESTERN OKLAHOMA STATE UNIVERSITY"
5344,"SLIPPERY ROCK UNIVERSITY OF PENNSYLVANIA"
5345,"PENNSYLVANIA STATE UNIVERSITY-PENN STATE FAYETTE- EBERLY"
5346,"FRANKLIN COUNTY CAREER AND TECHNOLOGY CENTER"
5347,"THADDEUS STEVENS COLLEGE OF TECHNOLOGY"
5348,"ROANE STATE COMMUNITY COLLEGE"
5349,"ANGELINA COLLEGE"
535,"UNIVERSITY OF SOUTH CAROLINA-SALKEHATCHIE"
5350,"TEXAS CHIROPRACTIC COLLEGE FOUNDATION INC"
5351,"AVERETT UNIVERSITY"
5352,"RICHARD BLAND COLLEGE"
5353,"NORWICH UNIVERSITY"
5354,"WENATCHEE VALLEY COLLEGE"
5355,"PENINSULA COLLEGE"
5356,"GRAYS HARBOR COLLEGE"
5357,"GREEN RIVER COLLEGE"
5358,"UNIVERSITY OF WISCONSIN-EAU CLAIRE"
5359,"SOUTHWEST WISCONSIN TECHNICAL COLLEGE"
536,"COASTAL CAROLINA UNIVERSITY"
5360,"WESTERN TECHNICAL COLLEGE"
5361,"EASTERN WYOMING COLLEGE"
5362,"COASTAL ALABAMA COMMUNITY COLLEGE"
5363,"BIRMINGHAM-SOUTHERN COLLEGE"
5364,"FAULKNER UNIVERSITY"
5365,"STATE CENTER COMMUNITY COLLEGE DISTRICT"
5366,"CALIFORNIA CHRISTIAN COLLEGE"
5367,"COLLEGE OF MARIN"
5368,"SIERRA COLLEGE"
5369,"FOLSOM LAKE COLLEGE"
537,"UNIVERSITY OF SOUTH CAROLINA-UPSTATE"
5370,"CALIFORNIA STATE UNIVERSITY-SACRAMENTO"
5371,"COMMUNITY COLLEGE OF AURORA"
5372,"ARAPAHOE COMMUNITY COLLEGE"
5373,"COLORADO MOUNTAIN COLLEGE"
5374,"GRAND VIEW UNIVERSITY"
5375,"IOWA WESTERN COMMUNITY COLLEGE"
5376,"GREENVILLE UNIVERSITY"
5377,"AURORA UNIVERSITY"
5378,"KANKAKEE COMMUNITY COLLEGE"
5379,"LEWIS AND CLARK COMMUNITY COLLEGE"
538,"THE COLLEGE OF HEALTH CARE PROFESSIONS-SAN ANTONIO"
5380,"BLACK HAWK COLLEGE"
5381,"BETHEL UNIVERSITY"
5382,"PRINCE GEORGE'S COMMUNITY COLLEGE"
5383,"PONTIFICAL COLLEGE JOSEPHINUM"
5384,"COLUMBUS STATE COMMUNITY COLLEGE"
5385,"COLUMBUS COLLEGE OF ART AND DESIGN"
5386,"OHIO NORTHERN UNIVERSITY"
5387,"RABBINICAL COLLEGE TELSHE"
5388,"LORAIN COUNTY COMMUNITY COLLEGE"
5389,"MIAMI VALLEY CAREER TECHNOLOGY CENTER"
539,"APPALACHIAN COLLEGE OF PHARMACY"
5390,"LANE COMMUNITY COLLEGE"
5391,"WILLAMETTE UNIVERSITY"
5392,"MT HOOD COMMUNITY COLLEGE"
5393,"MULTNOMAH UNIVERSITY"
5394,"REED COLLEGE"
5395,"LINFIELD UNIVERSITY-MCMINNVILLE CAMPUS"
5396,"YESHIVATH BETH MOSHE"
5397,"LINCOLN TECHNICAL INSTITUTE-ALLENTOWN"
5398,"CEDAR CREST COLLEGE"
5399,"MUHLENBERG COLLEGE"
54,"PAUL MITCHELL THE SCHOOL-MADISON"
540,"IMMACULATA UNIVERSITY"
5400,"MISERICORDIA UNIVERSITY"
5401,"LUZERNE COUNTY COMMUNITY COLLEGE"
5402,"TRINITY UNIVERSITY"
5403,"GRAYSON COLLEGE"
5404,"TEXAS STATE UNIVERSITY"
5405,"SOUTH PLAINS COLLEGE"
5406,"ARLINGTON BAPTIST UNIVERSITY"
5407,"TEXAS WESLEYAN UNIVERSITY"
5408,"HUSTON-TILLOTSON UNIVERSITY"
5409,"SAINT EDWARD'S UNIVERSITY"
541,"KING'S COLLEGE"
5410,"JOHN TYLER COMMUNITY COLLEGE"
5411,"CLARK COLLEGE"
5412,"OLYMPIC COLLEGE"
5413,"BATES TECHNICAL COLLEGE"
5414,"SOUTH PUGET SOUND COMMUNITY COLLEGE"
5415,"MADISON AREA TECHNICAL COLLEGE"
5416,"FRONT RANGE COMMUNITY COLLEGE"
5417,"EASTERN UNIVERSITY"
5418,"URSINUS COLLEGE"
5419,"PIMA MEDICAL INSTITUTE-EAST VALLEY"
542,"TRI-COUNTY TECHNICAL COLLEGE"
5420,"LAMSON INSTITUTE"
5421,"OHIO MEDICAL CAREER COLLEGE"
5422,"TRICOCI UNIVERSITY OF BEAUTY CULTURE-PEORIA"
5423,"TRICOCI UNIVERSITY OF BEAUTY CULTURE-ROCKFORD"
5424,"AVEDA INSTITUTE-COLUMBUS"
5425,"NORWALK COMMUNITY COLLEGE"
5426,"POST UNIVERSITY"
5427,"UNIVERSITY OF SAINT JOSEPH"
5428,"SOUTH UNIVERSITY-SAVANNAH"
5429,"GEORGIA SOUTHWESTERN STATE UNIVERSITY"
543,"VOORHEES COLLEGE"
5430,"GEORGIA SOUTHERN UNIVERSITY"
5431,"DEVRY UNIVERSITY-ADMINISTRATIVE OFFICE"
5432,"COSMETOLOGY & SPA ACADEMY"
5433,"NORTH PARK UNIVERSITY"
5434,"CHOFFIN CAREER AND TECHNICAL CENTER"
5435,"UNIVERSITY OF CINCINNATI-BLUE ASH COLLEGE"
5436,"OHIO VALLEY COLLEGE OF TECHNOLOGY"
5437,"OHIO WESLEYAN UNIVERSITY"
5438,"OTTERBEIN UNIVERSITY"
5439,"WRIGHT STATE UNIVERSITY-MAIN CAMPUS"
544,"WILLIAMSBURG TECHNICAL COLLEGE"
5440,"XAVIER UNIVERSITY"
5441,"SOUTHERN NAZARENE UNIVERSITY"
5442,"PONTOTOC TECHNOLOGY CENTER"
5443,"LANGSTON UNIVERSITY"
5444,"JENKS BEAUTY COLLEGE"
5445,"EMPIRE BEAUTY SCHOOL-LEHIGH VALLEY"
5446,"EMPIRE BEAUTY SCHOOL-GWINNETT"
5447,"HUSSIAN COLLEGE-PHILADELPHIA"
5448,"MANSFIELD UNIVERSITY OF PENNSYLVANIA"
5449,"JOHN A GUPTON COLLEGE"
545,"FORTIS COLLEGE-COLUMBUS"
5450,"OGLE SCHOOL HAIR SKIN NAILS-FT WORTH"
5451,"PRAIRIE VIEW A & M UNIVERSITY"
5452,"AVIATION INSTITUTE OF MAINTENANCE-HOUSTON"
5453,"RICHLAND COLLEGE"
5454,"SAN ANTONIO COLLEGE"
5455,"SEGUIN BEAUTY SCHOOL-SEGUIN"
5456,"ST. MARY'S UNIVERSITY"
5457,"SOUTH TEXAS VOCATIONAL TECHNICAL INSTITUTE-WESLACO"
5458,"THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON"
5459,"UNIVERSITY OF HOUSTON-SYSTEM ADMINISTRATION"
546,"EMPIRE BEAUTY SCHOOL-RICHMOND"
5460,"AMERITECH COLLEGE-PROVO"
5461,"UTAH STATE UNIVERSITY"
5462,"UTAH VALLEY UNIVERSITY"
5463,"SAINT MICHAEL'S COLLEGE"
5464,"SIT GRADUATE INSTITUTE"
5465,"PAUL MITCHELL THE SCHOOL-ROANOKE"
5466,"SUFFOLK BEAUTY ACADEMY"
5467,"RADFORD UNIVERSITY-CARILION"
5468,"EMORY & HENRY COLLEGE"
5469,"SEATTLE CENTRAL COLLEGE"
547,"THE UNIVERSITY OF THE SOUTH"
5470,"SEATTLE UNIVERSITY"
5471,"SPOKANE FALLS COMMUNITY COLLEGE"
5472,"WALLA WALLA COMMUNITY COLLEGE"
5473,"FRED W EBERLE TECHNICAL CENTER"
5474,"WEST VIRGINIA STATE UNIVERSITY"
5475,"WEST LIBERTY UNIVERSITY"
5476,"WOOD COUNTY SCHOOL OF PRACTICAL NURSING"
5477,"VICI BEAUTY SCHOOL"
5478,"UNIVERSITY OF WISCONSIN-MADISON"
5479,"UNIVERSITY OF WISCONSIN-STEVENS POINT"
548,"BALDWIN BEAUTY SCHOOL-SOUTH AUSTIN"
5480,"UNIVERSIDAD CENTRAL DEL CARIBE"
5481,"UNIVERSIDAD POLITECNICA DE PUERTO RICO"
5482,"CARRINGTON COLLEGE-SAN LEANDRO CAMPUS"
5483,"AUSTIN GRADUATE SCHOOL OF THEOLOGY"
5484,"OGLE SCHOOL HAIR SKIN NAILS-HURST"
5485,"ECPI UNIVERSITY"
5486,"PAUL MITCHELL THE SCHOOL-HOUSTON"
5487,"GREENE COUNTY CAREER AND TECHNOLOGY CENTER"
5488,"PORTAGE LAKES CAREER CENTER"
5489,"CADDO KIOWA TECHNOLOGY CENTER"
549,"REMINGTON COLLEGE-DALLAS CAMPUS"
5490,"OGEECHEE TECHNICAL COLLEGE"
5491,"CENTRAL PENNSYLVANIA INSTITUTE OF SCIENCE AND TECHNOLOGY"
5492,"NORTHWEST EDUCATIONAL CENTER"
5493,"PCI HEALTH TRAINING CENTER"
5494,"AVALON SCHOOL OF COSMETOLOGY-AURORA"
5495,"SUNSTATE ACADEMY"
5496,"YTI CAREER INSTITUTE-ALTOONA"
5497,"UCAS UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES"
5498,"VIRGINIA BEACH CITY PUBLIC SCHOOLS SCHOOL OF PRACTICAL NURSING"
5499,"NORTHWEST COLLEGE OF ART & DESIGN"
55,"CHAMBERLAIN UNIVERSITY-NEW JERSEY"
550,"CEDAR VALLEY COLLEGE"
5500,"UNIVERSITY OF WASHINGTON-BOTHELL CAMPUS"
5501,"CENTRAL COAST COLLEGE"
5502,"FORTIS COLLEGE-RICHMOND"
5503,"SANDUSKY CAREER CENTER"
5504,"HOUSTON TRAINING SCHOOL-GULFGATE"
5505,"ESTRELLA MOUNTAIN COMMUNITY COLLEGE"
5506,"FORTIS INSTITUTE-SCRANTON"
5507,"MID-EASTCTC-ADULT EDUCATION"
5508,"ADVANCE BEAUTY COLLEGE"
5509,"CANNELLA SCHOOL OF HAIR DESIGN-BLUE ISLAND"
551,"TEXAS A & M UNIVERSITY-CORPUS CHRISTI"
5510,"SOUTHERN CAREERS INSTITUTE-CORPUS CHRISTI"
5511,"DCI CAREER INSTITUTE"
5512,"PAUL MITCHELL THE SCHOOL-WICHITA"
5513,"SOUTHERN CAREERS INSTITUTE-PHARR"
5514,"STAUTZENBERGER COLLEGE-BRECKSVILLE"
5515,"INTERNATIONAL INSTITUTE FOR RESTORATIVE PRACTICES"
5516,"AUTOMOTIVE TRAINING CENTER-WARMINSTER"
5517,"BEAUMONT ADULT SCHOOL"
5518,GNOMON
5519,"VALLEY COLLEGE OF MEDICAL CAREERS"
552,"INTERNATIONAL CULINARY ARTS AND SCIENCES INSTITUTE"
5520,"DAYTON SCHOOL OF MEDICAL MASSAGE"
5521,"CCI TRAINING CENTER-ARLINGTON"
5522,"CHAMPION BEAUTY COLLEGE"
5523,"UNIVERSITY OF THE WEST"
5524,"AVERETT UNIVERSITY-NON-TRADITIONAL PROGRAMS"
5525,"PAUL MITCHELL THE SCHOOL-SAN DIEGO"
5526,"BLUE CLIFF COLLEGE-FAYETTEVILLE"
5527,"AMRIDGE UNIVERSITY"
5528,"PIMA MEDICAL INSTITUTE-TUCSON"
5529,"UNIVERSITY OF ARKANSAS AT LITTLE ROCK"
553,"CENTRAL TEXAS COLLEGE"
5530,"ARKANSAS BAPTIST COLLEGE"
5531,"ARKANSAS BEAUTY SCHOOL-LITTLE ROCK"
5532,"ARTHUR'S BEAUTY COLLEGE"
5533,"PROFESSIONAL COSMETOLOGY EDUCATION CENTER"
5534,"AVALON SCHOOL OF COSMETOLOGY-ALAMEDA"
5535,"AMERICAN FILM INSTITUTE CONSERVATORY"
5536,"BRYAN UNIVERSITY"
5537,"CALIFORNIA INSTITUTE OF INTEGRAL STUDIES"
5538,"CABRILLO COLLEGE"
5539,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY-POMONA"
554,"COSMETOLOGY CAREER CENTER LLC"
5540,"CALIFORNIA STATE UNIVERSITY-CHICO"
5541,CET-SALINAS
5542,"CHAFFEY COLLEGE"
5543,"SAN DIEGO CHRISTIAN COLLEGE"
5544,"COGSWELL UNIVERSITY OF SILICON VALLEY"
5545,"CYPRESS COLLEGE"
5546,"INTERNATIONAL SCHOOL OF BEAUTY INC"
5547,"DELL'ARTE INTERNATIONAL SCHOOL OF PHYSICAL THEATRE"
5548,CET-SOLEDAD
5549,"DOMINICAN SCHOOL OF PHILOSOPHY & THEOLOGY"
555,"DALLAS CHRISTIAN COLLEGE"
5550,"MTI COLLEGE"
5551,"MERRITT COLLEGE"
5552,"TRINITY LAW SCHOOL"
5553,"THOMAS AQUINAS COLLEGE"
5554,"UNIVERSITY OF CALIFORNIA-SYSTEM ADMINISTRATION CENTRAL OFFICE"
5555,"BRIDGES BEAUTY COLLEGE"
5556,"BERKELEY CITY COLLEGE"
5557,"WESTMINSTER THEOLOGICAL SEMINARY IN CALIFORNIA"
5558,"YESHIVA OHR ELCHONON CHABAD WEST COAST TALMUDICAL SEMINARY"
5559,"UNIVERSITY OF COLORADO DENVER/ANSCHUTZ MEDICAL CAMPUS"
556,"DEL MAR COLLEGE"
5560,"UNIVERSITY OF COLORADO COLORADO SPRINGS"
5561,"UNIVERSITY OF COLORADO BOULDER"
5562,COLLEGEAMERICA-DENVER
5563,"TECHNICAL COLLEGE OF THE ROCKIES"
5564,"LINCOLN COLLEGE OF TECHNOLOGY-DENVER"
5565,"METROPOLITAN STATE UNIVERSITY OF DENVER"
5566,"UNITED STATES AIR FORCE ACADEMY"
5567,"CALIFORNIA STATE UNIVERSITY-LONG BEACH"
5568,"FULLER THEOLOGICAL SEMINARY"
5569,"PASADENA CITY COLLEGE"
557,"EL PASO COMMUNITY COLLEGE"
5570,"OCCIDENTAL COLLEGE"
5571,"GLENDALE COMMUNITY COLLEGE"
5572,"PACIFIC UNION COLLEGE"
5573,"GEMOLOGICAL INSTITUTE OF AMERICA-CARLSBAD"
5574,"CALIFORNIA STATE UNIVERSITY MARITIME ACADEMY"
5575,"COLUMBIA COLLEGE"
5576,"LIFE UNIVERSITY"
5577,"VALDOSTA STATE UNIVERSITY"
5578,"FORT VALLEY STATE UNIVERSITY"
5579,"UNIVERSITY OF DUBUQUE"
558,"LAREDO COLLEGE"
5580,"MOUNT MERCY UNIVERSITY"
5581,"WESTERN IOWA TECH COMMUNITY COLLEGE"
5582,"UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN"
5583,"SOUTH SUBURBAN COLLEGE"
5584,"SCHOOL OF THE ART INSTITUTE OF CHICAGO"
5585,"CITY COLLEGES OF CHICAGO-RICHARD J DALEY COLLEGE"
5586,"RICHLAND COMMUNITY COLLEGE"
5587,"LANE COLLEGE"
5588,"EAST TENNESSEE STATE UNIVERSITY"
5589,"WEST VIRGINIA UNIVERSITY INSTITUTE OF TECHNOLOGY"
559,"LONE STAR COLLEGE SYSTEM"
5590,"WEST VIRGINIA SCHOOL OF OSTEOPATHIC MEDICINE"
5591,"HOPE INTERNATIONAL UNIVERSITY"
5592,"FULLERTON COLLEGE"
5593,"SADDLEBACK COLLEGE"
5594,"AMERICAN RIVER COLLEGE"
5595,"TAFT UNIVERSITY SYSTEM"
5596,"ACADEMY OF ESTHETICS AND COSMETOLOGY"
5597,"COLLEGE OF WESTERN IDAHO"
5598,"WHITWORTH UNIVERSITY-ADULT DEGREE PROGRAMS"
5599,"LAKE FOREST COLLEGE"
56,"FLORIDA CAREER COLLEGE-HOUSTON"
560,"TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER"
5600,"ST. JOHN'S COLLEGE-DEPARTMENT OF NURSING"
5601,"INTERNATIONAL BUSINESS COLLEGE-FORT WAYNE"
5602,"ROGERS ACADEMY OF HAIR DESIGN"
5603,"FAUST INSTITUTE OF COSMETOLOGY-STORM LAKE"
5604,"IOWA SCHOOL OF BEAUTY-DES MOINES"
5605,"LA JAMES INTERNATIONAL COLLEGE-JOHNSTON"
5606,"IOWA SCHOOL OF BEAUTY-OTTUMWA"
5607,"IOWA SCHOOL OF BEAUTY-SIOUX CITY"
5608,"CONCORDE CAREER COLLEGE-KANSAS CITY"
5609,"CRESCENT CITY BARTENDING SCHOOL"
561,"TRUMBULL CAREER & TECHNICAL CENTER"
5610,"GUY'S SHREVEPORT ACADEMY OF COSMETOLOGY INC"
5611,"LOUISIANA STATE UNIVERSITY-EUNICE"
5612,"AVEDA ARTS & SCIENCES INSTITUTE-BATON ROUGE"
5613,"LOUISIANA TECH UNIVERSITY"
5614,"LOYOLA UNIVERSITY NEW ORLEANS"
5615,"UNIVERSITY OF NEW ORLEANS"
5616,"NEW ORLEANS BAPTIST THEOLOGICAL SEMINARY"
5617,"UNIVERSITY OF HOLY CROSS"
5618,"PAT GOINS BENTON ROAD BEAUTY SCHOOL"
5619,"FLETCHER TECHNICAL COMMUNITY COLLEGE"
562,"CAREER AND TECHNOLOGY EDUCATION CENTERS OF LICKING COUNTY"
5620,"SOUTHEASTERN LOUISIANA UNIVERSITY"
5621,"BOWDOIN COLLEGE"
5622,"NORTH AMERICAN TRADE SCHOOLS"
5623,"ROBERT PAUL ACADEMY OF COSMETOLOGY ARTS & SCIENCES"
5624,"MARYLAND BEAUTY ACADEMY OF ESSEX"
5625,"CREATIVE HAIR SCHOOL OF COSMETOLOGY"
5626,"FLINT INSTITUTE OF BARBERING INC"
5627,"LEX LA-RAY TECHNICAL CENTER"
5628,"MARYVILLE UNIVERSITY OF SAINT LOUIS"
5629,"MINERAL AREA COLLEGE"
563,"UNIVERSITY OF ARKANSAS AT MONTICELLO"
5630,"MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY"
5631,"MANCHESTER COMMUNITY COLLEGE"
5632,"LINCOLN TECHNICAL INSTITUTE-ISELIN"
5633,"RARITAN VALLEY COMMUNITY COLLEGE"
5634,"BARD COLLEGE"
5635,"COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK"
5636,"WESTERN PENNSYLVANIA HOSPITAL SCHOOL OF NURSING"
5637,"WISCONSIN SCHOOL OF PROFESSIONAL PSYCHOLOGY"
5638,"UNIVERSITY OF GUAM"
5639,"AMERICAN UNIVERSITY OF PUERTO RICO"
564,"ANTELOPE VALLEY COLLEGE"
5640,"AMERICAN EDUCATIONAL COLLEGE"
5641,"ANTILLES SCHOOL OF TECHNICAL CAREERS"
5642,"UNIVERSAL COLLEGE OF BEAUTY INC-LOS ANGELES 2"
5643,"UNIVERSITY OF THE POTOMAC-WASHINGTON DC CAMPUS"
5644,"YO SAN UNIVERSITY OF TRADITIONAL CHINESE MEDICINE"
5645,"UNIVERSITY OF PHOENIX-NEW MEXICO"
5646,"ACADEMY FOR NURSING AND HEALTH OCCUPATIONS"
5647,"FAYETTE INSTITUTE OF TECHNOLOGY"
5648,"TRINE UNIVERSITY-REGIONAL/NON-TRADITIONAL CAMPUSES"
5649,"THE KING'S COLLEGE"
565,"CALIFORNIA STATE UNIVERSITY-STANISLAUS"
5650,"FRANCISCAN SCHOOL OF THEOLOGY"
5651,"FOOTHILL-DE ANZA COMMUNITY COLLEGE DISTRICT"
5652,"AMERICAN JEWISH UNIVERSITY"
5653,"LOMA LINDA UNIVERSITY"
5654,"LOS ANGELES COMMUNITY COLLEGE DISTRICT OFFICE"
5655,"LOS ANGELES HARBOR COLLEGE"
5656,"LOS ANGELES PIERCE COLLEGE"
5657,"LOS ANGELES SOUTHWEST COLLEGE"
5658,"LOS ANGELES VALLEY COLLEGE"
5659,"LOS ANGELES CITY COLLEGE"
566,"CALIFORNIA STATE UNIVERSITY-EAST BAY"
5660,"LOS ANGELES MISSION COLLEGE"
5661,"LOS RIOS COMMUNITY COLLEGE DISTRICT OFFICE"
5662,"LYLE'S COLLEGE OF BEAUTY"
5663,"LYLE'S COLLEGE OF BEAUTY"
5664,"PACIFIC SCHOOL OF RELIGION"
5665,"UNIVERSITY OF THE PACIFIC"
5666,"PERALTA COMMUNITY COLLEGE SYSTEM OFFICE"
5667,"SAN DIEGO CITY COLLEGE"
5668,"SAN DIEGO MIRAMAR COLLEGE"
5669,"SAN DIEGO STATE UNIVERSITY"
567,"OZARKA COLLEGE"
5670,"UNIVERSITY OF SAN DIEGO"
5671,"SAN FRANCISCO ART INSTITUTE"
5672,"SAN MATEO COUNTY COMMUNITY COLLEGE DISTRICT OFFICE"
5673,"SANTA CLARA UNIVERSITY"
5674,"SAYBROOK UNIVERSITY"
5675,"CHARLES A JONES CAREER AND EDUCATION CENTER"
5676,"SAN BERNARDINO VALLEY COLLEGE"
5677,"CONCORDE CAREER COLLEGE-GARDEN GROVE"
5678,"STARR KING SCHOOL FOR THE MINISTRY"
5679,"WEST LOS ANGELES COLLEGE"
568,"ARKANSAS STATE UNIVERSITY-BEEBE"
5680,"NORTHEASTERN JUNIOR COLLEGE"
5681,"UNIVERSITY OF NORTHERN COLORADO"
5682,"GEORGE C WALLACE STATE COMMUNITY COLLEGE-HANCEVILLE"
5683,"OUACHITA BAPTIST UNIVERSITY"
5684,"SOUTHERN ARKANSAS UNIVERSITY MAIN CAMPUS"
5685,"COSSATOT COMMUNITY COLLEGE OF THE UNIVERSITY OF ARKANSAS"
5686,"GATEWAY COMMUNITY COLLEGE"
5687,"WEST HILLS COMMUNITY COLLEGE DISTRICT"
5688,"CALIFORNIA STATE UNIVERSITY-NORTHRIDGE"
5689,"ASSOCIATED TECHNICAL COLLEGE-LOS ANGELES"
569,"CHANDLER-GILBERT COMMUNITY COLLEGE"
5690,"EAST SAN GABRIEL VALLEY REGIONAL OCCUPATIONAL PROGRAM"
5691,"WOODBURY UNIVERSITY"
5692,"RIO HONDO COLLEGE"
5693,"CITRUS COLLEGE"
5694,"ADAMS STATE UNIVERSITY"
5695,"PICKENS TECHNICAL COLLEGE"
5696,"NAROPA UNIVERSITY"
5697,"JOHNSON & WALES UNIVERSITY-DENVER"
5698,"WESTERN COLORADO UNIVERSITY"
5699,"OTERO JUNIOR COLLEGE"
57,"FLORIDA CAREER COLLEGE-ORLANDO"
570,"WEBER STATE UNIVERSITY"
5700,"LAMAR COMMUNITY COLLEGE"
5701,"HOUSATONIC COMMUNITY COLLEGE"
5702,"HOLY APOSTLES COLLEGE AND SEMINARY"
5703,"SHORTER UNIVERSITY"
5704,"COLLEGE OF COASTAL GEORGIA"
5705,"HAWKEYE COMMUNITY COLLEGE"
5706,"UNIVERSITY OF NORTHERN IOWA"
5707,"NORTH IOWA AREA COMMUNITY COLLEGE"
5708,"SOUTHEASTERN COMMUNITY COLLEGE"
5709,"SIMPSON COLLEGE"
571,"EASTERN WASHINGTON UNIVERSITY"
5710,"JOHN WOOD COMMUNITY COLLEGE"
5711,"PRAIRIE STATE COLLEGE"
5712,"CITY COLLEGES OF CHICAGO-DISTRICT OFFICE"
5713,"ROOSEVELT UNIVERSITY"
5714,"COLUMBIA COLLEGE CHICAGO"
5715,"LEWIS UNIVERSITY"
5716,"LABETTE COMMUNITY COLLEGE"
5717,"EMPORIA STATE UNIVERSITY"
5718,"PRATT COMMUNITY COLLEGE"
5719,"UNIVERSITY OF MASSACHUSETTS-DARTMOUTH"
572,"LAKE WASHINGTON INSTITUTE OF TECHNOLOGY"
5720,"WORCESTER POLYTECHNIC INSTITUTE"
5721,"ADRIAN COLLEGE"
5722,"SIENA HEIGHTS UNIVERSITY"
5723,"UNIVERSITY OF MINNESOTA-CROOKSTON"
5724,"TRUMAN STATE UNIVERSITY"
5725,"CHEMEKETA COMMUNITY COLLEGE"
5726,"WESTERN OREGON UNIVERSITY"
5727,"GETTYSBURG COLLEGE"
5728,"PENNSYLVANIA STATE UNIVERSITY-PENN STATE BEAVER"
5729,"KUTZTOWN UNIVERSITY OF PENNSYLVANIA"
573,"MORAINE PARK TECHNICAL COLLEGE"
5730,"ALBRIGHT COLLEGE"
5731,"DAKOTA STATE UNIVERSITY"
5732,"BLACK HILLS STATE UNIVERSITY"
5733,"SUL ROSS STATE UNIVERSITY"
5734,"BRAZOSPORT COLLEGE"
5735,"MID CITIES BARBER COLLEGE"
5736,"DALLAS BAPTIST UNIVERSITY"
5737,"DALLAS INSTITUTE OF FUNERAL SERVICE"
5738,"UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER"
5739,"MOUNTAIN VIEW COLLEGE"
574,"GEORGIA STATE UNIVERSITY-PERIMETER COLLEGE"
5740,"MIDWESTERN STATE UNIVERSITY"
5741,"SNOW COLLEGE"
5742,"PAUL D CAMP COMMUNITY COLLEGE"
5743,"VIRGINIA WESTERN COMMUNITY COLLEGE"
5744,"SHORELINE COMMUNITY COLLEGE"
5745,"CASCADIA COLLEGE"
5746,"WESTERN WASHINGTON UNIVERSITY"
5747,"BELLINGHAM TECHNICAL COLLEGE"
5748,"WHATCOM COMMUNITY COLLEGE"
5749,"NORTHEAST WISCONSIN TECHNICAL COLLEGE"
575,"COLLIN COUNTY COMMUNITY COLLEGE DISTRICT"
5750,"UNIVERSITY OF WISCONSIN-SUPERIOR"
5751,"MIDWEST COLLEGE OF ORIENTAL MEDICINE-RACINE"
5752,"BELMONT UNIVERSITY"
5753,"VANDERBILT UNIVERSITY"
5754,"MARYMOUNT UNIVERSITY"
5755,"VELVATEX COLLEGE OF BEAUTY CULTURE"
5756,"GRAND CANYON UNIVERSITY"
5757,"HOLY NAMES UNIVERSITY"
5758,"AZUSA PACIFIC UNIVERSITY"
5759,"MONTEREY PENINSULA COLLEGE"
576,"MOORE NORMAN TECHNOLOGY CENTER"
5760,"GOLDEN WEST COLLEGE"
5761,"COASTLINE COMMUNITY COLLEGE"
5762,"SOKA UNIVERSITY OF AMERICA"
5763,"NATIONAL UNIVERSITY"
5764,"POINT LOMA NAZARENE UNIVERSITY"
5765,"WESTMONT COLLEGE"
5766,"SANTA BARBARA BUSINESS COLLEGE-SANTA MARIA"
5767,"MODESTO JUNIOR COLLEGE"
5768,"FOOTHILL COLLEGE"
5769,"SAN JOSE STATE UNIVERSITY"
577,"METRO TECHNOLOGY CENTERS"
5770,"DE ANZA COLLEGE"
5771,"UNIVERSITY OF DENVER"
5772,"COLORADO SCHOOL OF MINES"
5773,"OGLETHORPE UNIVERSITY"
5774,"MERCY COLLEGE OF HEALTH SCIENCES"
